-0.0665 -1.867 -1.8 0.967 0.867 -1.833 -0.7985 -0.6215 -0.575 -0.775 -0.9605 -0.8745 -0.1325 -0.538 0.2605
-0.068 -1.875 -1.807 0.9715 0.87 -1.841 -0.793 -0.617 -0.573 -0.776 -0.9595 -0.875 -0.134 -0.545 0.2595
-0.0725 -1.879 -1.806 0.976 0.867 -1.843 -0.79 -0.6125 -0.5715 -0.7755 -0.9605 -0.8765 -0.1375 -0.5445 0.2575
-0.0725 -1.879 -1.807 0.976 0.868 -1.843 -0.786 -0.609 -0.567 -0.774 -0.961 -0.876 -0.138 -0.549 0.2565
-0.071 -1.881 -1.81 0.976 0.8695 -1.845 -0.781 -0.604 -0.5645 -0.771 -0.962 -0.8735 -0.138 -0.553 0.256
-0.073 -1.883 -1.81 0.9785 0.869 -1.847 -0.777 -0.6005 -0.5605 -0.7705 -0.961 -0.875 -0.14 -0.554 0.2525
-0.0725 -1.887 -1.815 0.98 0.8715 -1.851 -0.774 -0.597 -0.558 -0.7695 -0.9605 -0.873 -0.1395 -0.5535 0.25
-0.074 -1.889 -1.815 0.982 0.8705 -1.852 -0.771 -0.593 -0.5575 -0.7685 -0.9605 -0.8715 -0.1395 -0.5525 0.25
-0.0745 -1.887 -1.812 0.9805 0.869 -1.849 -0.768 -0.5895 -0.5565 -0.7685 -0.962 -0.8715 -0.141 -0.554 0.248
-0.074 -1.888 -1.813 0.981 0.87 -1.851 -0.7665 -0.588 -0.5565 -0.768 -0.9645 -0.872 -0.1425 -0.5495 0.2465
-0.0725 -1.887 -1.815 0.98 0.8715 -1.851 -0.766 -0.5875 -0.5575 -0.7715 -0.9655 -0.8735 -0.1455 -0.5505 0.2445
-0.0745 -1.884 -1.809 0.9795 0.8675 -1.847 -0.765 -0.5855 -0.558 -0.773 -0.9675 -0.876 -0.147 -0.551 0.2435
-0.074 -1.879 -1.806 0.977 0.866 -1.843 -0.764 -0.5855 -0.557 -0.7745 -0.968 -0.8775 -0.146 -0.5455 0.243
-0.073 -1.877 -1.804 0.9755 0.866 -1.841 -0.7645 -0.586 -0.5575 -0.7765 -0.9715 -0.8795 -0.146 -0.541 0.2425
-0.0775 -1.877 -1.8 0.978 0.8615 -1.839 -0.7655 -0.5865 -0.562 -0.779 -0.9735 -0.8825 -0.146 -0.5415 0.244
-0.079 -1.877 -1.798 0.9785 0.8595 -1.837 -0.764 -0.5875 -0.5625 -0.7815 -0.9745 -0.8815 -0.1455 -0.5425 0.2425
-0.081 -1.873 -1.791 0.977 0.855 -1.831 -0.764 -0.59 -0.5645 -0.783 -0.978 -0.8855 -0.1475 -0.535 0.2415
-0.0855 -1.871 -1.786 0.9785 0.85 -1.828 -0.7655 -0.5925 -0.5675 -0.786 -0.98 -0.8895 -0.1505 -0.532 0.2415
-0.0885 -1.877 -1.788 0.9825 0.85 -1.832 -0.763 -0.5915 -0.567 -0.787 -0.981 -0.8885 -0.1505 -0.5385 0.2415
-0.091 -1.875 -1.784 0.9835 0.847 -1.83 -0.76 -0.592 -0.5685 -0.789 -0.981 -0.8875 -0.15 -0.5375 0.2415
-0.0945 -1.875 -1.78 0.9845 0.843 -1.827 -0.7615 -0.5945 -0.5705 -0.79 -0.981 -0.8875 -0.151 -0.532 0.24
-0.0955 -1.879 -1.784 0.9875 0.8445 -1.831 -0.7605 -0.594 -0.57 -0.7905 -0.9815 -0.886 -0.1525 -0.536 0.24
-0.096 -1.884 -1.788 0.99 0.8465 -1.836 -0.756 -0.592 -0.5695 -0.7895 -0.98 -0.8835 -0.154 -0.5435 0.2405
-0.098 -1.883 -1.784 0.9905 0.8435 -1.833 -0.754 -0.5915 -0.5715 -0.79 -0.979 -0.883 -0.155 -0.54 0.24
-0.0985 -1.883 -1.785 0.9915 0.8435 -1.834 -0.7535 -0.595 -0.5715 -0.7905 -0.9785 -0.883 -0.155 -0.5385 0.2405
-0.0985 -1.887 -1.788 0.9925 0.845 -1.837 -0.7535 -0.5965 -0.573 -0.791 -0.9795 -0.8815 -0.155 -0.5445 0.2415
-0.101 -1.889 -1.787 0.995 0.8435 -1.838 -0.753 -0.599 -0.5745 -0.794 -0.9805 -0.879 -0.154 -0.5435 0.2425
-0.104 -1.889 -1.785 0.9965 0.841 -1.837 -0.751 -0.603 -0.577 -0.795 -0.979 -0.8785 -0.154 -0.5425 0.243
-0.106 -1.885 -1.779 0.9955 0.837 -1.831 -0.754 -0.6065 -0.581 -0.797 -0.9815 -0.8805 -0.156 -0.5375 0.243
-0.108 -1.887 -1.78 0.998 0.836 -1.833 -0.7535 -0.6095 -0.584 -0.799 -0.9815 -0.88 -0.159 -0.5385 0.244
-0.1065 -1.887 -1.782 0.997 0.838 -1.835 -0.7555 -0.614 -0.587 -0.8 -0.982 -0.88 -0.1595 -0.537 0.245
-0.107 -1.88 -1.772 0.994 0.833 -1.826 -0.759 -0.6215 -0.592 -0.805 -0.9845 -0.8805 -0.1595 -0.532 0.2455
-0.1065 -1.874 -1.768 0.9905 0.831 -1.821 -0.761 -0.6275 -0.5975 -0.808 -0.985 -0.8805 -0.159 -0.5305 0.2455
-0.105 -1.871 -1.766 0.9885 0.831 -1.819 -0.7635 -0.635 -0.6035 -0.8105 -0.9875 -0.8815 -0.1585 -0.5275 0.247
-0.1055 -1.869 -1.763 0.9875 0.829 -1.816 -0.7675 -0.642 -0.61 -0.8135 -0.989 -0.883 -0.1595 -0.526 0.2485
-0.1055 -1.865 -1.76 0.985 0.8275 -1.812 -0.772 -0.6485 -0.6145 -0.8155 -0.9905 -0.882 -0.1595 -0.52 0.25
-0.1075 -1.859 -1.752 0.9835 0.822 -1.806 -0.7745 -0.6545 -0.621 -0.82 -0.994 -0.8815 -0.16 -0.5175 0.251
-0.109 -1.857 -1.748 0.9835 0.82 -1.802 -0.778 -0.661 -0.627 -0.825 -0.994 -0.882 -0.1615 -0.5115 0.252
-0.1105 -1.859 -1.748 0.9845 0.819 -1.803 -0.7795 -0.668 -0.6305 -0.826 -0.9935 -0.8795 -0.16 -0.5125 0.2525
-0.1125 -1.855 -1.742 0.9835 0.815 -1.798 -0.78 -0.673 -0.632 -0.8255 -0.9925 -0.876 -0.1595 -0.509 0.2535
-0.1145 -1.853 -1.738 0.984 0.812 -1.796 -0.7825 -0.6805 -0.6365 -0.828 -0.991 -0.875 -0.159 -0.5035 0.255
-0.1165 -1.857 -1.74 0.987 0.8125 -1.798 -0.7845 -0.687 -0.6415 -0.8285 -0.9895 -0.873 -0.159 -0.5125 0.2585
-0.116 -1.859 -1.742 0.9875 0.8135 -1.8 -0.7845 -0.692 -0.6445 -0.8275 -0.9865 -0.8685 -0.159 -0.5115 0.261
-0.117 -1.855 -1.738 0.9865 0.811 -1.796 -0.786 -0.6995 -0.6485 -0.828 -0.985 -0.8665 -0.159 -0.504 0.2625
-0.119 -1.855 -1.736 0.987 0.809 -1.795 -0.789 -0.7055 -0.652 -0.829 -0.983 -0.863 -0.157 -0.5025 0.2655
-0.122 -1.857 -1.734 0.9895 0.8065 -1.796 -0.7895 -0.7115 -0.6575 -0.83 -0.98 -0.859 -0.158 -0.509 0.2685
-0.124 -1.857 -1.733 0.991 0.805 -1.795 -0.79 -0.7175 -0.661 -0.831 -0.9785 -0.8565 -0.158 -0.51 0.2725
-0.123 -1.857 -1.734 0.9905 0.806 -1.796 -0.793 -0.7245 -0.665 -0.8325 -0.976 -0.851 -0.1555 -0.509 0.2745
-0.1225 -1.851 -1.728 0.9865 0.8035 -1.79 -0.7975 -0.7345 -0.6715 -0.835 -0.975 -0.85 -0.155 -0.5055 0.277
-0.1195 -1.849 -1.73 0.9845 0.8055 -1.79 -0.803 -0.745 -0.677 -0.8365 -0.976 -0.8475 -0.1535 -0.504 0.281
-0.119 -1.847 -1.728 0.9835 0.805 -1.788 -0.808 -0.7555 -0.6845 -0.8385 -0.9755 -0.8445 -0.1535 -0.5005 0.283
-0.1175 -1.839 -1.722 0.9785 0.8025 -1.78 -0.813 -0.767 -0.694 -0.841 -0.9755 -0.8445 -0.1525 -0.496 0.2855
-0.1145 -1.833 -1.719 0.974 0.8025 -1.776 -0.818 -0.7775 -0.7005 -0.843 -0.9755 -0.8415 -0.1505 -0.4945 0.287
-0.1125 -1.828 -1.716 0.9705 0.802 -1.772 -0.825 -0.7885 -0.708 -0.8455 -0.975 -0.839 -0.1485 -0.493 0.29
-0.112 -1.824 -1.712 0.968 0.8005 -1.768 -0.832 -0.801 -0.7165 -0.8475 -0.9735 -0.837 -0.148 -0.4875 0.295
-0.113 -1.821 -1.708 0.967 0.7975 -1.764 -0.8385 -0.8125 -0.7265 -0.8505 -0.9725 -0.8375 -0.1485 -0.483 0.298
-0.112 -1.815 -1.704 0.964 0.796 -1.76 -0.845 -0.8255 -0.735 -0.854 -0.973 -0.8375 -0.1465 -0.477 0.302
-0.1135 -1.812 -1.698 0.963 0.793 -1.756 -0.85 -0.838 -0.7425 -0.857 -0.9735 -0.8345 -0.1465 -0.4665 0.3075
-0.114 -1.813 -1.7 0.964 0.7935 -1.757 -0.855 -0.8465 -0.7485 -0.8575 -0.971 -0.832 -0.146 -0.467 0.3105
-0.1155 -1.812 -1.696 0.964 0.7905 -1.754 -0.8605 -0.8575 -0.754 -0.859 -0.969 -0.8285 -0.144 -0.4685 0.314
-0.12 -1.81 -1.69 0.965 0.7855 -1.75 -0.8645 -0.868 -0.7615 -0.8625 -0.9685 -0.826 -0.1435 -0.4685 0.318
-0.1195 -1.811 -1.692 0.9655 0.7865 -1.752 -0.868 -0.878 -0.767 -0.863 -0.966 -0.824 -0.1425 -0.4675 0.3225
-0.1215 -1.812 -1.691 0.967 0.785 -1.752 -0.87 -0.885 -0.771 -0.8635 -0.962 -0.8195 -0.1425 -0.4695 0.326
-0.1225 -1.811 -1.688 0.967 0.7835 -1.75 -0.8755 -0.894 -0.777 -0.8655 -0.961 -0.8185 -0.1425 -0.471 0.3295
-0.1225 -1.81 -1.688 0.967 0.783 -1.75 -0.88 -0.903 -0.7825 -0.8645 -0.959 -0.8145 -0.1405 -0.4725 0.3335
-0.122 -1.812 -1.69 0.9675 0.7845 -1.751 -0.8815 -0.9115 -0.789 -0.865 -0.9565 -0.811 -0.1395 -0.4765 0.3375
